userName,score,content,at
Deepak Kumar singh,3,basic,2026-02-08 16:31:40
Adeel Khan,4,This app is interesting. It makes learning fun. Do give it a try.,2026-02-08 16:31:35
SHAMIM AKHTAR,5,privet I love 😍 😇app it's amazing to learn French try it out now and rate it 5 star👌👌,2026-02-08 16:31:17
Kayleigh's Killen,4,"pretty cool js annoying sometimes, one time I farred and Eddie's AI started screaming at me and telling me how much it stinks",2026-02-08 16:30:42
Ram Ashish,5,well trainer for my kids,2026-02-08 16:30:15
Vivek Sindagi,1,I did energy refill using gems and the gems are gone but i didnt get energy. It happened twice today. 700 gems gone. This is a very bad experience. It happened earlier too. I thought it was a glitch. but happened twice today. get me my gems back,2026-02-08 16:30:02
PIANO SIMPLY,5,Easy and quick,2026-02-08 16:29:50
Joachim Mangia,5,one thing I don't like is that there is so many ads.,2026-02-08 16:29:37
Aditya Singh,5,it's genuinely a very helpful tool,2026-02-08 16:29:27
Muhammad Ripon,5,good,2026-02-08 16:27:42
Aleah Rodriguez,5,it's so much fun and now I can learn chess because I'm bad at chess,2026-02-08 16:27:41
Anwar,4,its good,2026-02-08 16:27:25
Sathyanarayana G K,5,good app im learning japanese it is very good app,2026-02-08 16:25:20
Donald Raymond,3,not bad for now......how I wish I could engage in a real conversation with someone please.,2026-02-08 16:23:52
Thangjam Helenthoi,5,Duolingo is an amazing app. It has helped me improve my language skills and correct my mistakes.”,2026-02-08 16:23:41
prrithwiraj barman,5,please stop using ai in an non Understanding way. There were many things wrong.I made a new account for learning new things by the way.,2026-02-08 16:23:17
Babalu Dukhi Chaurasiya,5,Nice learning app My good english,2026-02-08 16:23:06
Anjali Kumari,5,good apps,2026-02-08 16:22:32
Daksh Gupta,5,nice n I m on my way to learn japanese,2026-02-08 16:22:13
Nabanita Dutta,5,This is so good 🥳🤩🥰😍🥳 I don't have an words also😘😘😘😍😍🥰🤩🥳😍🥰🤩🤔😀😘😘😘😀🤔✨✨😀🤔😘😘✨🤩🥳🤩🥳🥳🤩😍😍😍😍💗💗💗💗💗💗💗💗💗💗💗❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💗💗💗💗💗💗💗💗💗💗💗💗💗🥰🥰🤩😍😍😍🤩🤩🥰😍🥳🥳😍🥰😍🥳🥰🥳🥳🥳🥳🥳🥳🥳🥳😍🥳🥳😍🥳🥳😍😍🥳😍😍🥳🥳😍😍🥰💗❤️💗❤️💗💗❤️💗❤️💗,2026-02-08 16:21:59
Sabina Aloysious,5,super,2026-02-08 16:21:36
Joe Heeley,5,duolingo is a great game i think that because it's good to learn foreign languages and use that later on in your life 5 stars 🌟,2026-02-08 16:21:16
Dhanush,5,best for Learn a new languages,2026-02-08 16:20:22
Sakshi Kumari,5,nice app I like it,2026-02-08 16:18:43
KASUN Buddhika,5,good ❤️ 💯,2026-02-08 16:18:32
Sonu Sonu,5,you want to learn any time of language or inglish Duolingo is best,2026-02-08 16:17:42
Yahya Ahmed,5,but i don't know how to lern chess,2026-02-08 16:17:35
Zack Zaheer,5,Useful,2026-02-08 16:17:26
Nadeem Nadeem,5,duolingo is very good app the learning is very simple t The app is free,2026-02-08 16:16:59
Niraj Jadhav,5,yah bahut hi majedar hai aur english sikhne ke liye bahut achha platform hai sach me,2026-02-08 16:15:26
Nadharsha Ravuthar,4,for kids good,2026-02-08 16:14:48
Chuku Gabriella,5,lovely❤❤,2026-02-08 16:14:19
kamal pal Very very good,5,no charge and very safe app,2026-02-08 16:14:01
Lenni Due,5,Its great! I have learned more in languages in just two days!,2026-02-08 16:12:24
Icyimanizanye Aristote,5,super educative and enjoyable,2026-02-08 16:12:09
ABDULLAH,5,I think my english is better day by day,2026-02-08 16:12:06
Bikash Kumar,5,thank you Duo,2026-02-08 16:11:37
WEARZEN. CO,5,Best for learning language.,2026-02-08 16:10:25
Dimar Duverseau,5,Great learning,2026-02-08 16:10:08
Sundar raj,5,so beautiful learning,2026-02-08 16:08:46
Delaney C,1,I used to love Duolingo until they fired their artists and replaced them with ai. lost my support.,2026-02-08 16:08:35
Suman Maich,5,best se bhi best app h language sikhne k liye,2026-02-08 16:07:39
Dereck McInnis,5,It's super good to learn languages!,2026-02-08 16:07:08
faiumar,4,"sangat suka sama app ini karena bisa mengajarkan kita dari paling dasar dan sangat gampang untuk di mengerti, sementara kasih bintang 4 dulu nti kalau app nya gratis ku kasih bintang 5 nya deh wkwk kyk lagu dari tenxi😅",2026-02-08 16:07:07
arun tiwari,5,nice,2026-02-08 16:06:34
Quazi Taiub,5,good enough,2026-02-08 16:06:08
Liziwe Mdlalana,5,Duo is so well that I know how to start a proper introduction by myself!GOODBYE ONLINE/OFFLINE LANGUAGE TRANSLATER!! HALLELUJAH! GOD IS GREAT ALL THE TIME! GLORY TO THE ALMIGHTY FOR DUOLINGOOOOOOOOOO,2026-02-08 16:06:03
hamza farrukh,5,Honestly Duolingo is the best app I have seen so far it is really good it helps me learn Japanese and Russian and many other languages perfectly Everyone should try this,2026-02-08 16:05:33
Vaishali Kaushish,5,"its an awosome app i would recommond everyone, please have this app on your phone",2026-02-08 16:05:19
Sukoshi Ha,3,"Great app, but makes faces its awful",2026-02-08 16:05:12
Abhishek Sharma,4,this is the best language learning app,2026-02-08 16:04:42
Ubaid Ubaid,5,"this is the best app for learning like speaking,chess,math, music and more things.I have ever seen in my life",2026-02-08 16:04:23
Poonam Sharma,1,mare phone ma app download nahi ho raha hai,2026-02-08 16:03:13
novin shimal,5,"Duolingo is fantastic. it's a lot easier to use Duolingo to learn new languages. Duolingo helps me learn Japanese easily, and I think Duolingo is the best learning-app.",2026-02-08 16:03:03
Binay Singh,5,it very useful 😄 it help me a lot I'm 12 years old only 😄😄,2026-02-08 16:02:49
Anonymous,2,"I have to give away a bunch of information in order to continue after the first initial lesson. no! you don't need my email, you don't need my phone number, you don't need my age, you don't need my full name. just be an app and get the hell over yourself. chooch",2026-02-08 16:02:30
Ayman Osamah,1,"Duolingo’s new energy system feels like a blatant cash-grab disguised as “improvement.” One energy per question with a tiny 25 limit destroys any real study session and shatters focus every few minutes. Progress is artificially strangled,turning learning into a cycle of forced instead of genuine growth. The update clearly prioritizes pressure, restriction, and monetization over education driving serious learners to abandon the platform in search of places that actually respect users and support.",2026-02-08 16:02:06
Amadife Immaculate,5,good,2026-02-08 16:02:02
Neshat Bano,5,this game is so cool and learning English is very easy,2026-02-08 16:01:42
suleman Arshad,5,BEST APP FOR LEARNING,2026-02-08 15:59:02
AFRIES,5,is the best language app,2026-02-08 15:58:27
Arabella Nelson,5,It is very good,2026-02-08 15:58:12
Rahim Rahid Choudhury,5,This is best for learning app🔥 @DUOLINGO,2026-02-08 15:56:50
Ry Ry,5,excellent 👍,2026-02-08 15:56:43
Hasnain Ahamed,5,this ia amazing,2026-02-08 15:56:36
Anju gaur,5,love it,2026-02-08 15:55:36
Zekra Fawzy,5,Perfect 👌 👍🏻,2026-02-08 15:54:32
Rachel Willson,1,"new energy system sucks. the AI voices suck too. Premium membership ads after every lesson. idk what happened, finding another learning app",2026-02-08 15:53:33
Antonio Ericssom,1,"was amazing before the ai slop, turned into straight bad/weird pronounciations now.",2026-02-08 15:52:34
sh khosa,5,awesome app,2026-02-08 15:50:38
Andres Mattie,5,it's perfect for learning,2026-02-08 15:50:25
Bharat Sharma,1,I hate this app,2026-02-08 15:50:05
Trishan Saha,5,good,2026-02-08 15:49:32
Pranay Kumbhar,5,good game,2026-02-08 15:49:12
Udit tiwari,5,"𝑰 𝒉𝒂𝒗𝒆 𝒃𝒆𝒆𝒏 𝒐𝒏 𝒕𝒉𝒊𝒔 𝒑𝒍𝒂𝒕𝒇𝒐𝒓𝒎 𝒇𝒐𝒓 𝒐𝒏𝒍𝒚 𝒂 𝒇𝒆𝒘 𝒅𝒂𝒚𝒔, 𝒃𝒖𝒕 𝑰 𝒆𝒏𝒋𝒐𝒚 𝒍𝒆𝒂𝒓𝒏𝒊𝒏𝒈 𝒂𝒏𝒅 𝒂𝒍𝒔𝒐 𝒇𝒊𝒏𝒅 𝒊𝒕 𝒗𝒆𝒓𝒚 𝒊𝒏𝒕𝒆𝒓𝒆𝒔𝒕𝒊𝒏𝒈 𝒕𝒐 𝒍𝒆𝒂𝒓𝒏 𝒕𝒉𝒆 𝒍𝒂𝒏𝒈𝒖𝒂𝒈𝒆. 𝑫𝒖𝒐𝒍𝒊𝒏𝒈𝒐 𝒊𝒔 𝒂 𝒗𝒆𝒓𝒚 𝒈𝒐𝒐𝒅 𝒑𝒍𝒂𝒕𝒇𝒐𝒓𝒎. 𝑨 𝒍𝒆𝒂𝒓𝒏𝒊𝒏𝒈 𝒂𝒑𝒑 𝒇𝒐𝒓 𝒆𝒗𝒆𝒓𝒚𝒐𝒏𝒆, 𝒇𝒓𝒐𝒎 𝒄𝒉𝒊𝒍𝒅𝒓𝒆𝒏 𝒕𝒐 𝒂𝒅𝒖𝒍𝒕𝒔. 😊 . . . . 𝒕𝒉𝒂𝒏𝒌 𝒚𝒐𝒖 🙏🏻 😊",2026-02-08 15:48:41
Anjana Mishra,5,bahut achha,2026-02-08 15:48:06
Ade sandra Matondang,5,Its good,2026-02-08 15:47:41
Damanpreet Kaur,5,So good lessons for language japanese and chess and I only taking lessons for language japanese,2026-02-08 15:46:35
Jannat Ara Tabassum Tabu,5,khub valo,2026-02-08 15:46:12
Niraj,5,Great marketing geniunemarketing especially the oppa part,2026-02-08 15:45:19
Diwakar Tiwari,5,nice app and bahut acche features Hain please ek chhote mote chote mote,2026-02-08 15:45:18
Melissa Stoddard,5,it's a great app im learning so much on japanese and it's only my second day!!!!!,2026-02-08 15:45:10
sanskriti school,5,love it,2026-02-08 15:45:08
Jennifer Wood,5,this is a great game to help kids and adults learn different things and languages,2026-02-08 15:45:04
Sayd Pairo,5,It is al the best app😊,2026-02-08 15:44:12
Srijan Mukherjee,5,It is so playful.,2026-02-08 15:43:56
Jason,5,Great for vocabulary and getting progressively better to practice grammar. I recommend supplementing with Spanish lessons and real-life language conversation practice.,2026-02-08 15:43:14
AJITH GEORGE,5,owsome,2026-02-08 15:41:17
SiuB Cheung,1,Worst App Ever. Not recommended.,2026-02-08 15:41:15
Manish Ghimire,5,Everything is good. But you have to pay a lot of money. I want to learn Japanese. But I don't have money. I want to learn for free. From this application. But I think this application is good. It costs a little more money.,2026-02-08 15:40:35
Sevak Kumar Chaudhri,5,ए एप बहुत अच्छा है,2026-02-08 15:40:17
Kavi Raj,1,only chess for iphone not Android,2026-02-08 15:39:53
Monarama Chatterjee,5,very nice aap,2026-02-08 15:39:22
Dihen Welisara,5,Wow so accurate and lovely. And some nice people and a cute little birdy there,2026-02-08 15:39:12
Not Gholam,1,I hate energy system.,2026-02-08 15:38:58
mahabub hossain,5,it's a very useful app for our teaching,2026-02-08 15:38:34
Sai Agiwale,4,it's kinda good👍🏻,2026-02-08 15:38:14
Tamjid Shekh,2,very nice 👍🏻,2026-02-08 15:38:12
Sarjun Kumar,5,Super se Uper,2026-02-08 15:37:08
Andrew Daleigh,1,"you still haven't fixed your issues with translations. Te' and other two word questions when asked to speak them are ALWAYS wrong, and yet you want a lot of money to use the app and actually learn things, since the free version is pointless. this problem has been going on the entire time I've used this app which is years now, fix your issues already or stop asking for ratings and money. it isn't that hard.",2026-02-08 15:37:02
Arjun,5,It has some bugs Duolingo concern these bugs in upcoming updates,2026-02-08 15:35:26
Vishall Pandey,5,loveeeeee itttttt,2026-02-08 15:34:10
Nawshad Hossain,5,like it,2026-02-08 15:33:38
Charchlin Sangma,5,"Duolingo is so nice app, i enjoyed and learn",2026-02-08 15:33:06
Bassmala Haddouche,5,amazing,2026-02-08 15:33:06
Ali Baba,5,so nice,2026-02-08 15:32:58
Shanti Tamang,4,wow so amazing install 😏😏😏😏😏,2026-02-08 15:32:53
Sanjay M,4,edhanala English padiga help aga irikuradhu,2026-02-08 15:32:48
DaniTech Solutions Hub,5,Best place to learn any language,2026-02-08 15:31:53
Mfuneko Javu,5,it's really good for learning.,2026-02-08 15:29:44
gianna fabiola andries,5,I like the math,2026-02-08 15:29:37
Vijay Banjaray,5,very nice 👍,2026-02-08 15:29:35
Nathan Bentley,5,"Gives you what you came for. Great app, although the advertisements are a bit annoying, basically every all has them so I cant be too mad about it.",2026-02-08 15:28:35
Zayan Zahid,5,very nice. Duolingo. easy English you are the best app,2026-02-08 15:28:01
Rayyan Haikal,5,it's so good I'm learning France for school and Spain it's so awesome and I appreciate the creator for this amazing app and I love it for learning us languages,2026-02-08 15:27:50
Gina Muscurel,1,in 2 saptamani nu am invatat nimic,2026-02-08 15:26:40
Azimjon Abdurahmonov,5,HELLO I AM FROM UZBEKISTAN MY NEMA IS AZIMJON DUOLINGO GOOD AND THANK YOU,2026-02-08 15:26:31
Steven Wilder,4,I would absolutely give this app five stars except for the addition of the flash cards which seems incredibly buggy. Very simple words not being recognized.,2026-02-08 15:26:10
Mahmud Adnan,5,Very excellent. Very nice 🎀🌷🎀🌷✌️✌️💐💐💗💗,2026-02-08 15:26:00
Andrew Genio,5,nice ice great greatest learning app for learning language fun and exciting but there is better but not as fun so they quip fast but with dowo lingo is fun and exciting not rote by an npc btw happy adorable,2026-02-08 15:25:42
Regina Jacobo,5,𝒊𝒕'𝒔 𝒔𝒐 𝒉𝒆𝒍𝒑𝒇𝒖𝒍!,2026-02-08 15:24:16
Isaac Mensah,5,💯 good for everyone,2026-02-08 15:23:52
sanie qastlez,5,I can now pick up words out of a Spanish song or movie and know what the topic is.,2026-02-08 15:23:40
Rabindra Orawn,5,this app is very nice if you want to speak in any language 👄💬 you must try,2026-02-08 15:23:37
Anshul,5,"I like this app because you cannot just learn a language although you can learn chess, music, and basic maths.",2026-02-08 15:22:42
Tukaram Chincholakar,5,that's app helpful to bignar learning any language that are tha string to advence daily small task that's very interesting great full app 🙂,2026-02-08 15:22:11
Fatema Khatun,5,ami jeta chai seta pai na,2026-02-08 15:21:28
Nisha,1,very bad app,2026-02-08 15:21:12
Sachin Kumar,4,great app 😄,2026-02-08 15:19:56
